NDC,CUI_L1_NAME,BRAND_GENERIC,CUI_L2_NAME_ARRAY,INGREDIENT_NAME_ARRAY,BRANDED_INGREDIENT_NAME_ARRAY,PKG_STRENGTH,PKG_QTY,STRENGTH_MG,DFG_NAME_ARRAY,DF_NAME_ARRAY,PIN_NAME_ARRAY,ALL_INGREDIENTS
00316012301,clioquinol 30 mg/ml / hydrocortisone 5 mg/ml topical cream [ala-quin],brand,"[
  ""clioquinol 30 mg/ml / hydrocortisone 5 mg/ml [ala-quin]"",
  ""clioquinol 30 mg/ml / hydrocortisone 5 mg/ml [ala-quin]""
]","[
  ""hydrocortisone"",
  ""clioquinol""
]","[
  ""Ala-Quin""
]",30 MG/ML / 5 MG/ML,,30.0,"[
  ""Topical Product""
]","[
  ""Ala-Quin Topical Product""
]","[
  ""hydrocortisone butyrate"",
  ""hydrocortisone cypionate"",
  ""cortisol succinate"",
  ""hydrocortisone sodium phosphate"",
  ""hydrocortisone sodium succinate"",
  ""hydrocortisone probutate"",
  ""hydrocortisone acetate"",
  ""hydrocortisone valerate"",
  ""hydrocortisone aceponate""
]",hydrocortisone || clioquinol || Ala-Quin
00316017516,triamcinolone acetonide 5 mg/ml topical cream [triderm],brand,"[
  ""triamcinolone acetonide 5 mg/ml [triderm]""
]","[
  ""triamcinolone""
]","[
  ""Triderm""
]",5 MG/ML,,5.0,"[
  ""Topical Product""
]","[
  ""Triderm Topical Product""
]","[
  ""triamcinolone acetonide"",
  ""triamcinolone diacetate"",
  ""triamcinolone acetonide 21-dipotassium phosphate"",
  ""triamcinolone hexacetonide""
]",triamcinolone || Triderm
00316022115,nystatin 100000 unt/ml topical cream,generic,"[
  ""nystatin 100000 unt/ml""
]","[
  ""nystatin""
]",[],100000 UNT/ML,,100000.0,"[
  ""Topical Product""
]","[
  ""nystatin Topical Product""
]",,nystatin
00316022130,nystatin 100000 unt/ml topical cream,generic,"[
  ""nystatin 100000 unt/ml""
]","[
  ""nystatin""
]",[],100000 UNT/ML,,100000.0,"[
  ""Topical Product""
]","[
  ""nystatin Topical Product""
]",,nystatin
00316022330,nystatin 100000 unt/ml / triamcinolone acetonide 1 mg/ml topical cream,generic,"[
  ""nystatin 100000 unt/ml"",
  ""triamcinolone acetonide 1 mg/ml""
]","[
  ""nystatin"",
  ""triamcinolone""
]",[],100000 UNT/ML / 1 MG/ML,,100000.0,"[
  ""Topical Product""
]","[
  ""nystatin / triamcinolone Topical Product""
]",,nystatin || triamcinolone
00316740001,urea 400 mg/ml topical cream [rea-lo],brand,"[
  ""urea 400 mg/ml [rea-lo]""
]","[
  ""urea""
]","[
  ""Rea-Lo""
]",400 MG/ML,,400.0,"[
  ""Topical Product""
]","[
  ""Rea-Lo Topical Product""
]","[
  ""urea sulfate"",
  ""urea hydrochloride"",
  ""urea c-13"",
  ""urea [14C]""
]",urea || Rea-Lo
00316740003,urea 400 mg/ml topical cream [rea-lo],brand,"[
  ""urea 400 mg/ml [rea-lo]""
]","[
  ""urea""
]","[
  ""Rea-Lo""
]",400 MG/ML,,400.0,"[
  ""Topical Product""
]","[
  ""Rea-Lo Topical Product""
]","[
  ""urea sulfate"",
  ""urea hydrochloride"",
  ""urea c-13"",
  ""urea [14C]""
]",urea || Rea-Lo
00316740108,urea 400 mg/ml topical lotion [rea-lo],brand,"[
  ""urea 400 mg/ml [rea-lo]""
]","[
  ""urea""
]","[
  ""Rea-Lo""
]",400 MG/ML,,400.0,"[
  ""Topical Product""
]","[
  ""Rea-Lo Topical Product""
]","[
  ""urea sulfate"",
  ""urea hydrochloride"",
  ""urea c-13"",
  ""urea [14C]""
]",urea || Rea-Lo
00338001702,glucose 50 mg/ml injectable solution,generic,"[
  ""glucose 50 mg/ml""
]","[
  ""glucose""
]",[],50 MG/ML,,50.0,"[
  ""Injectable Product""
]","[
  ""glucose Injectable Product""
]","[
  ""dextrose hydrous"",
  ""dextrose monohydrate"",
  ""beta-D-glucopyranose"",
  ""anhydrous dextrose""
]",glucose
00338001702,250 ml glucose 50 mg/ml injection,generic,"[
  ""glucose 50 mg/ml""
]","[
  ""glucose""
]",[],50 MG/ML,250 ML,50.0,"[
  ""Injectable Product""
]","[
  ""glucose Injectable Product""
]","[
  ""dextrose hydrous"",
  ""dextrose monohydrate"",
  ""beta-D-glucopyranose"",
  ""anhydrous dextrose""
]",glucose
00338001748,100 ml glucose 50 mg/ml injection,generic,"[
  ""glucose 50 mg/ml""
]","[
  ""glucose""
]",[],50 MG/ML,100 ML,50.0,"[
  ""Injectable Product""
]","[
  ""glucose Injectable Product""
]","[
  ""dextrose hydrous"",
  ""dextrose monohydrate"",
  ""beta-D-glucopyranose"",
  ""anhydrous dextrose""
]",glucose
00338001748,glucose 50 mg/ml injectable solution,generic,"[
  ""glucose 50 mg/ml""
]","[
  ""glucose""
]",[],50 MG/ML,,50.0,"[
  ""Injectable Product""
]","[
  ""glucose Injectable Product""
]","[
  ""dextrose hydrous"",
  ""dextrose monohydrate"",
  ""beta-D-glucopyranose"",
  ""anhydrous dextrose""
]",glucose
00338004402,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004402,250 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,250 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004747,sodium chloride 0.154 meq/ml irrigation solution,generic,"[
  ""sodium chloride 0.154 meq/ml""
]","[
  ""sodium chloride""
]",[],0.154 MEQ/ML,,0.2,"[
  ""Irrigation Product""
]","[
  ""sodium chloride Irrigation Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004804,sodium chloride 0.154 meq/ml irrigation solution,generic,"[
  ""sodium chloride 0.154 meq/ml""
]","[
  ""sodium chloride""
]",[],0.154 MEQ/ML,,0.2,"[
  ""Irrigation Product""
]","[
  ""sodium chloride Irrigation Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004902,250 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,250 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004902,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004903,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004903,500 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,500 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004904,1000 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,1000 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004904,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004911,50 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,50 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004911,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004918,100 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,100 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004918,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004931,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004931,50 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,50 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004938,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004938,100 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,100 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004948,100 ml sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,100 ML,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338004948,sodium chloride 9 mg/ml injectable solution,generic,"[
  ""sodium chloride 9 mg/ml""
]","[
  ""sodium chloride""
]",[],9 MG/ML,,9.0,"[
  ""Injectable Product""
]","[
  ""sodium chloride Injectable Product""
]","[
  ""sodium chloride, (22)Na"",
  ""sodium chloride dihyrdate""
]",sodium chloride
00338008904,1000 ml glucose 50 mg/ml / sodium chloride 9 mg/ml injection,generic,"[
  ""sodium chloride 9 mg/ml"",
  ""glucose 50 mg/ml""
]","[
  ""glucose"",
  ""sodium chloride""
]",[],50 MG/ML / 9 MG/ML,1000 ML,50.0,"[
  ""Injectable Product""
]","[
  ""glucose / sodium chloride Injectable Product""
]",,glucose || sodium chloride
00338011703,calcium chloride 0.0014 meq/ml / potassium chloride 0.004 meq/ml / sodium chloride 0.103 meq/ml / sodium lactate 0.028 meq/ml injectable solution,generic,"[
  ""potassium chloride 0.004 meq/ml"",
  ""sodium chloride 0.103 meq/ml"",
  ""sodium lactate 0.028 meq/ml"",
  ""calcium chloride 0.0014 meq/ml""
]","[
  ""calcium chloride"",
  ""potassium chloride"",
  ""sodium chloride"",
  ""lactate""
]",[],0.0014 MEQ/ML / 0.004 MEQ/ML / 0.103 MEQ/ML / 0.028 MEQ/ML,,0.0,"[
  ""Injectable Product""
]","[
  ""calcium chloride / lactate / potassium chloride / sodium chloride Injectable Product""
]",,calcium chloride || potassium chloride || sodium chloride || lactate
00338011704,calcium chloride 0.0014 meq/ml / potassium chloride 0.004 meq/ml / sodium chloride 0.103 meq/ml / sodium lactate 0.028 meq/ml injectable solution,generic,"[
  ""potassium chloride 0.004 meq/ml"",
  ""sodium chloride 0.103 meq/ml"",
  ""sodium lactate 0.028 meq/ml"",
  ""calcium chloride 0.0014 meq/ml""
]","[
  ""calcium chloride"",
  ""potassium chloride"",
  ""sodium chloride"",
  ""lactate""
]",[],0.0014 MEQ/ML / 0.004 MEQ/ML / 0.103 MEQ/ML / 0.028 MEQ/ML,,0.0,"[
  ""Injectable Product""
]","[
  ""calcium chloride / lactate / potassium chloride / sodium chloride Injectable Product""
]",,calcium chloride || potassium chloride || sodium chloride || lactate
67402004030,eflornithine 139 mg/ml topical cream [vaniqa],brand,"[
  ""eflornithine 139 mg/ml [vaniqa]""
]","[
  ""eflornithine""
]","[
  ""Vaniqa""
]",139 MG/ML,,139.0,"[
  ""Topical Product""
]","[
  ""Vaniqa Topical Product""
]","[
  ""eflornithine hydrochloride""
]",eflornithine || Vaniqa
67405011045,metronidazole 7.5 mg/ml topical cream,generic,"[
  ""metronidazole 7.5 mg/ml""
]","[
  ""metronidazole""
]",[],7.5 MG/ML,,7.5,"[
  ""Topical Product""
]","[
  ""metronidazole Topical Product""
]","[
  ""metronidazole benzoate"",
  ""metronidazole hydrochloride""
]",metronidazole
67405050003,terbinafine 250 mg oral tablet,generic,"[
  ""terbinafine 250 mg""
]","[
  ""terbinafine""
]",[],250 MG,,250.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""terbinafine Oral Product"",
  ""terbinafine Pill""
]","[
  ""terbinafine hydrochloride""
]",terbinafine
67405050010,terbinafine 250 mg oral tablet,generic,"[
  ""terbinafine 250 mg""
]","[
  ""terbinafine""
]",[],250 MG,,250.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""terbinafine Oral Product"",
  ""terbinafine Pill""
]","[
  ""terbinafine hydrochloride""
]",terbinafine
67405055055,doxycycline hyclate 100 mg oral tablet,generic,"[
  ""doxycycline hyclate 100 mg""
]","[
  ""doxycycline""
]",[],100 MG (expressed as doxycycline hyclate),,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""doxycycline Oral Product"",
  ""doxycycline Pill""
]","[
  ""doxycycline anhydrous"",
  ""doxycycline monohydrate"",
  ""doxycycline hyclate"",
  ""doxycycline hydrochloride"",
  ""doxycycline calcium""
]",doxycycline
67405060203,fluconazole 100 mg oral tablet,generic,"[
  ""fluconazole 100 mg""
]","[
  ""fluconazole""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""fluconazole Oral Product"",
  ""fluconazole Pill""
]",,fluconazole
67405060301,fluconazole 150 mg oral tablet,generic,"[
  ""fluconazole 150 mg""
]","[
  ""fluconazole""
]",[],150 MG,,150.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""fluconazole Oral Product"",
  ""fluconazole Pill""
]",,fluconazole
67405065105,doxycycline hyclate 100 mg oral capsule,generic,"[
  ""doxycycline hyclate 100 mg""
]","[
  ""doxycycline""
]",[],100 MG (expressed as doxycycline hyclate),,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""doxycycline Oral Product"",
  ""doxycycline Pill""
]","[
  ""doxycycline anhydrous"",
  ""doxycycline monohydrate"",
  ""doxycycline hyclate"",
  ""doxycycline hydrochloride"",
  ""doxycycline calcium""
]",doxycycline
67405065155,doxycycline hyclate 100 mg oral capsule,generic,"[
  ""doxycycline hyclate 100 mg""
]","[
  ""doxycycline""
]",[],100 MG (expressed as doxycycline hyclate),,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""doxycycline Oral Product"",
  ""doxycycline Pill""
]","[
  ""doxycycline anhydrous"",
  ""doxycycline monohydrate"",
  ""doxycycline hyclate"",
  ""doxycycline hydrochloride"",
  ""doxycycline calcium""
]",doxycycline
67405067196,hydroxyzine hydrochloride 25 mg oral tablet,generic,"[
  ""hydroxyzine hydrochloride 25 mg""
]","[
  ""hydroxyzine""
]",[],25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""hydroxyzine Oral Product"",
  ""hydroxyzine Pill""
]","[
  ""hydroxyzine hydrochloride"",
  ""hydroxyzine pamoate""
]",hydroxyzine
67405082505,benzoyl peroxide 50 mg/ml medicated liquid soap,generic,"[
  ""benzoyl peroxide 50 mg/ml""
]","[
  ""benzoyl peroxide""
]",[],50 MG/ML,,50.0,"[
  ""Soap Product""
]","[
  ""benzoyl peroxide Soap Product""
]",,benzoyl peroxide
67405082508,benzoyl peroxide 50 mg/ml medicated liquid soap,generic,"[
  ""benzoyl peroxide 50 mg/ml""
]","[
  ""benzoyl peroxide""
]",[],50 MG/ML,,50.0,"[
  ""Soap Product""
]","[
  ""benzoyl peroxide Soap Product""
]",,benzoyl peroxide
67405083008,benzoyl peroxide 100 mg/ml medicated liquid soap,generic,"[
  ""benzoyl peroxide 100 mg/ml""
]","[
  ""benzoyl peroxide""
]",[],100 MG/ML,,100.0,"[
  ""Soap Product""
]","[
  ""benzoyl peroxide Soap Product""
]",,benzoyl peroxide
67457012410,diphenhydramine hydrochloride 50 mg/ml injectable solution,generic,"[
  ""diphenhydramine hydrochloride 50 mg/ml""
]","[
  ""diphenhydramine""
]",[],50 MG/ML,,50.0,"[
  ""Injectable Product""
]","[
  ""diphenhydramine Injectable Product""
]","[
  ""diphenhydramine hydrochloride"",
  ""diphenhydramine diacefyllinate"",
  ""diphenhydramine tannate"",
  ""diphenhydramine citrate""
]",diphenhydramine
67457018100,ketamine 10 mg/ml injectable solution,generic,"[
  ""ketamine 10 mg/ml""
]","[
  ""ketamine""
]",[],10 MG/ML,,10.0,"[
  ""Injectable Product""
]","[
  ""ketamine Injectable Product""
]","[
  ""ketamine hydrochloride""
]",ketamine
67457019600,thiamine hydrochloride 100 mg/ml injectable solution,generic,"[
  ""thiamine hydrochloride 100 mg/ml""
]","[
  ""thiamine""
]",[],100 MG/ML,,100.0,"[
  ""Injectable Product""
]","[
  ""thiamine Injectable Product""
]","[
  ""thiamine mononitrate"",
  ""thiamine pyrophosphate"",
  ""thiamine hydrochloride"",
  ""thiamine disulfide""
]",thiamine
67457019602,thiamine hydrochloride 100 mg/ml injectable solution,generic,"[
  ""thiamine hydrochloride 100 mg/ml""
]","[
  ""thiamine""
]",[],100 MG/ML,,100.0,"[
  ""Injectable Product""
]","[
  ""thiamine Injectable Product""
]","[
  ""thiamine mononitrate"",
  ""thiamine pyrophosphate"",
  ""thiamine hydrochloride"",
  ""thiamine disulfide""
]",thiamine
67457022800,rocuronium bromide 10 mg/ml injectable solution,generic,"[
  ""rocuronium bromide 10 mg/ml""
]","[
  ""rocuronium""
]",[],10 MG/ML (expressed as rocuronium bromide),,10.0,"[
  ""Injectable Product""
]","[
  ""rocuronium Injectable Product""
]","[
  ""rocuronium bromide""
]",rocuronium
67457022805,rocuronium bromide 10 mg/ml injectable solution,generic,"[
  ""rocuronium bromide 10 mg/ml""
]","[
  ""rocuronium""
]",[],10 MG/ML (expressed as rocuronium bromide),,10.0,"[
  ""Injectable Product""
]","[
  ""rocuronium Injectable Product""
]","[
  ""rocuronium bromide""
]",rocuronium
67457025100,2 ml dexmedetomidine 0.1 mg/ml injection,generic,"[
  ""dexmedetomidine 0.1 mg/ml""
]","[
  ""dexmedetomidine""
]",[],0.1 MG/ML,2 ML,0.1,"[
  ""Injectable Product""
]","[
  ""dexmedetomidine Injectable Product""
]","[
  ""dexmedetomidine hydrochloride""
]",dexmedetomidine
67457025100,dexmedetomidine hydrochloride 0.1 mg/ml injectable solution,generic,"[
  ""dexmedetomidine hydrochloride 0.1 mg/ml""
]","[
  ""dexmedetomidine""
]",[],,,,"[
  ""Injectable Product""
]","[
  ""dexmedetomidine Injectable Product""
]","[
  ""dexmedetomidine hydrochloride""
]",dexmedetomidine
67457033950,vancomycin 500 mg injection,generic,"[
  ""vancomycin 500 mg""
]","[
  ""vancomycin""
]",[],500 MG,,500.0,"[
  ""Injectable Product""
]","[
  ""vancomycin Injectable Product""
]","[
  ""vancomycin hydrochloride""
]",vancomycin
67457033950,vancomycin 50 mg/ml injectable solution,generic,"[
  ""vancomycin 50 mg/ml""
]","[
  ""vancomycin""
]",[],50 MG/ML,,50.0,"[
  ""Injectable Product""
]","[
  ""vancomycin Injectable Product""
]","[
  ""vancomycin hydrochloride""
]",vancomycin
67457034001,vancomycin 1000 mg injection,generic,"[
  ""vancomycin 1000 mg""
]","[
  ""vancomycin""
]",[],1000 MG,,1000.0,"[
  ""Injectable Product""
]","[
  ""vancomycin Injectable Product""
]","[
  ""vancomycin hydrochloride""
]",vancomycin
67457034001,vancomycin 50 mg/ml injectable solution,generic,"[
  ""vancomycin 50 mg/ml""
]","[
  ""vancomycin""
]",[],50 MG/ML,,50.0,"[
  ""Injectable Product""
]","[
  ""vancomycin Injectable Product""
]","[
  ""vancomycin hydrochloride""
]",vancomycin
67457034210,vancomycin 100 mg/ml injectable solution,generic,"[
  ""vancomycin 100 mg/ml""
]","[
  ""vancomycin""
]",[],100 MG/ML,,100.0,"[
  ""Injectable Product""
]","[
  ""vancomycin Injectable Product""
]","[
  ""vancomycin hydrochloride""
]",vancomycin
67457035959,fluphenazine decanoate 25 mg/ml injectable solution,generic,"[
  ""fluphenazine decanoate 25 mg/ml""
]","[
  ""fluphenazine""
]",[],25 MG/ML (expressed as fluphenazine decanoate),,25.0,"[
  ""Injectable Product""
]","[
  ""fluphenazine Injectable Product""
]","[
  ""fluphenazine hydrochloride"",
  ""fluphenazine decanoate"",
  ""fluphenazine enanthate""
]",fluphenazine
67457037412,"heparin sodium, porcine 5000 unt/ml injectable solution",generic,"[
  ""heparin sodium, porcine 5000 unt/ml""
]","[
  ""heparin""
]",[],"5000 UNT/ML (expressed as heparin sodium, porcine)",,5000.0,"[
  ""Injectable Product""
]","[
  ""heparin Injectable Product""
]","[
  ""heparin, bovine"",
  ""heparin calcium"",
  ""heparin, porcine"",
  ""heparin sodium, bovine"",
  ""heparin sodium, porcine"",
  ""heparin sodium""
]",heparin
